,Vehicle,Model,Model Year,Problem,Sub Problem,Model Title,Model Problem,distance covered,description
3022,Honda,Pilot,2014,wheels / hubs problems,NHTSA: Wheels,Pilot,"58,000 miles",,"			I filed a complaint in February concerning cracks in the welds on the rim of a wheel. 6/2/16, I had a slow leak in a tire and while replacing the tire, it was discovered that the rim had formed a crack in the weld. I ended up purchasing a rim at my own expense to replace the first rim (the dealer has refused to acknowledge any responsibility for either rim). I live on a dirt road, but have not hit any potholes, curbs or anything else that seemed a possible cause of the cracks. In fact, since the incident with the first rim, I have been extremely cautious about pot holes, rail road crossings, my speed on dirt roads etc.							- Waynesville, GA, USA"
3023,Honda,Pilot,2014,wheels / hubs problems,NHTSA: Wheels,Pilot,"18,000 miles",,"			Over a period of time from Jan 2016 to the present, I have had issues with flat tires took to tire shop they determined it was a crack in the weld of the rim front passenger tire. Dealership replaced the rim. Then a month later different tire same issue crack in the weld of the rear passenger rim. Dealership now has that rim on order they are going to replace. Both were located in the original factory weld.							- Rosamond, CA, USA"
3024,Honda,Pilot,2014,wheels / hubs problems,NHTSA: Wheels,Pilot,"46,765 miles",,"			Over a period of time from 2/14/16 until 2/29/16, I have had issues with flat tires due to cracks in the weld of a rim. One was discovered and I had it repaired. On the 29th, while having another flat checked, two more cracks were discovered on the same rim, but in a different location than the original crack. All three were located in the original factory weld.							- Waycross, GA, USA"
3025,Honda,Pilot,2014,wheels / hubs problems,NHTSA: Wheels,Pilot,"21,000 miles",,"			Vehicle shimmies, shakes, vibrates when braking and pulls to the left. Had 26,000 mile on vehicle. Brought to dealership and they said it could be due to breaking, car washes, and weather. Rosters were resurfaced at my expense. Now vehicle has 38,000 miles on it with the same problem. Dealership says it's my fault. All miles are highway and vehicle is garaged at home and during the day at the office.							- Farmington Hills, MI, USA"
3026,Honda,Pilot,2014,wheels / hubs problems,NHTSA: Wheels,Pilot,"48,000 miles",,"			I have been noticing that when I brake my vehicle shakes - took it in to have the brakes done and the dealership told me that my brakes looked brand new and wanted to send me on my way. I asked well why is it shaking then and I was told that maybe the roaters needed machining a $207 service. This was after they did not bother to call me to tell me my vehicle was ready I just happened to show up an hour after my scheduled appt time so machining my roaters would have been another hour to 2 hour wait. (not happy) so I left and I am still dealing with the vibration. I also noticed within the past week after having to drive in heavy rainfall that when going above 45 mph I hydroplane badly - to the point where I almost hit a concrete barrier on the highway. The puddle of water was not, in my opinion, large enough to have created such hydroplaning, neither was my speed. Ended up driving my husbands Jeep until the rain subsided because now I'm scared of driving my car in the rain. I don't have documentation for the ""repair"" because they literally didn't even tag my vehicle. I will be taking it back this weekend considering I am not the only person having this issue apparently.							- New Braunfels, TX, USA"
3027,Honda,Pilot,2014,wheels / hubs problems,NHTSA: Wheels,Pilot,"5,000 miles",,"			Issues: 1 - steering constantly vibrates at speeds above 45mph. Smooth roads higher vibrations. This vibration increases to extent that you feel that you are loosing control of the car at speed above 70mph and you can see the steering vibrating. So effectively, you cant drive you car beyond 70mph. 2 - transmission shutters at cruising speed above 35mph and searches for gears while going down hill. 3 - sudden burning smells in the cabin to an extent of air becoming toxic inside cabin. Honda replaced multiple parts but no result and problem has become worse. Finally Honda does not want to recognize that there is major issue so are washing off there hand by saying that it is vcm vibration. The point that vmc vibration can not be constant and those occur only when there transition from 3 cylinders to 6 cylinder or 6 to 3. the vehicle is under warranty as of now but once it goes out of warranty, Honda would never care for it.							- Waxhaw, NC, USA"
3028,Honda,Pilot,2014,AC / heater problems,Rodents Chewed A/C Line,Pilot EX,Automatic transmission,"65,000 miles"," My vehicle a/c line has been chewed 3 times by critters. It's my understanding that now that environmentally friendly materials are being used for these parts, they're attracting mice, rats, squirrel, etc. I don't have a garage to park in and can only park in my driveway. How am I supposed to keep replacing this at $650 each time?				- Kathleen G.,				Newark, US"
3029,Honda,Pilot,2014,exterior accessories problems,Driver's Side Mirror Breaks Easily,Pilot LX,Automatic transmission,"29,000 miles"," THIS IS THE SECOND TIME IN LESS THAN 3 MONTHS.:SLIGHT CONTACT WITH AN EXTERNAL ELEMENT AND IT IS BROKEN (EXTERNAL DRIVER'S MIRROR). I DO NOT HAVE THE SAME WEAKNESS WITH THE PASSENGER EXTERNAL MIRROR, WHICH IS ROBUST AND SOLID				- Paul D.,				Rockville, US"
3030,Honda,Pilot,2014,exterior accessories problems,NHTSA: Visibility/Wiper,Pilot 6-cyl,"13,170 miles",,"			I was driving and my son saw a crack appear in the windshield. Nothing had struck the windshield or any the road was smooth. The crack continued to grow until it was almost all the way down the windshield. The dealer examined the glass the next day and could not find any marks or pits on the glass.							- Bloomingdale, GA, USA"
3031,Honda,Pilot,2014,lights problems,Headlights Burn Out,Pilot Touring,Automatic transmission,"10,000 miles"," Since I bought my Mazda, they replaced the headlight twice and after the warranty is over they started burning out every 6 months. Once the driver side and then the passenger side. Never stopped, it shouldn't of happened at least twice a year. I spoke with other CX-7 owners and they do have the same problem.				- bumblekiss,				Beaverton, OR, US"
3032,Honda,Pilot,2014,lights problems,NHTSA: Exterior Lighting,Pilot, miles,,"			1. Our 2014 Honda Pilot EXL with only 70,000 miles on it needs a complete engine replacement. The cause was determined to be driving with low oil. The oil life gauge read 50% and we had an oil change only 3 months earlier. No check engine light or low oil light came on, so we had no way of knowing the oil was low unless someone qualified had done a manual inspection which ordinary drivers don't/can't do. In our view the warning lights and/or oil life gauge all failed to warn us of any issue of this nature, therefore letting it get to the point whereby the car needs a complete engine replacement. 2. UNKNOWN. We were lucky that we noticed the smell of fuel/burning close to home so we were thankfully not left stranded on the side of the road. But we were left stranded 500 miles from home while on vacation with no car. It was an absolute nightmare. 3. Yes, we had to tow the vehicle 40 miles to the nearest Honda dealership who confirmed that the engine needs replacing. 4. Yes, the nearest Honda dealership inspected the vehicle. 5. No, and that is the issue. No warnings lamps appeared. The smell of fuel/burning coming from the engine alerted us to the fact that there was an issue and the engine fan carried on running even after the ignition was turned off. Prior to this we had no idea there was an issue with the vehicle. We took care of the vehicle, doing regular oil changes and fluid replacement, etc. FYI - Telling someone that they need to manually check the oil level as you should not rely on the oil life gauge and/or the various warning lights that are designed to detect this problem is both devoid from reality and is akin to telling people that they should manually dip the gas tank to check the gas level as you should not rely on the gas gauge etc. That makes no practical sense and the vast majority of car owners don't do it. 							- Marlton, NJ, USA"
3033,Honda,Pilot,2014,seat belts / air bags problems,Seat Belt Injury When Released,Pilot EX-L 3.5L V6,Automatic transmission,"8,500 miles"," When the center 2nd row seat belt, which stores on the ceiling, was released it snapped up and struck a child sitting in the left 2nd row passenger seat in the upper cheek causing an abrasion and many tears. No severe injury but it could have been if it struck the eye or caused a laceration. When I first got the Pilot I thought the ceiling location looked like a good spot for the seat belt and latch storage but after this incident the seat belt should somehow be anchored lower to avoid the possibility of injury when it is retracted after use.				- Hayes H.,				Delafield, WI, US"
3034,Honda,Pilot,2014,seat belts / air bags problems,NHTSA: Air Bags,Pilot, miles,,"			The contact owns a 2014 Honda Pilot. The contact stated that the air bag warning indicator illuminated after the vehicle was repaired per NHTSA campaign number: 18V661000 (air bags). Steve padgett's danville Honda (877-293-5660, located at 4050 riverside dr, danville, va 24541) performed the recall repair. The vehicle was taken back to the same dealer to be diagnosed and the contact was informed that the air bag indicator was not part of the recall. The manufacturer was not made aware of the failure. The vehicle was not repaired. The failure mileage was not provided. 							- Eden, NC, USA"
3035,Honda,Pilot,2014,seat belts / air bags problems,NHTSA: Air Bags,Pilot,"85,000 miles",,"			""takata recall"" unfortunately, before the recall both airbags deployed. The passenger side exploded leaving a burn on the passengers leg. The drivers side bag also exploded after deployment leaving a burn on thumb of right hand of driver. The deployment was due to accident involving a deer on a state highway.							- Keyesport,, IL, USA"
3036,Honda,Pilot,2014,seat belts / air bags problems,NHTSA: Air Bags,Pilot,10 miles,,"			Takata recall, american Honda motor company never sent to me any notification of a national recall of or injury, death or damage by the takata airbag defective inflators. No notices were ever sent to me, and no telephone calls of anykind to warn me.							- Calabasas, CA, USA"
3037,Honda,Pilot,2014,seat belts / air bags problems,NHTSA: Air Bags,Pilot, miles,,"			""takata recall"" hi, I am just trying to find out if my airbag needs to be replace since it might be defected. I received a letter about recall on takata airbags. When I called the number provided, I was directed here. Thank you.							- Billerica, MA, USA"
3038,Honda,Pilot,2014,seat belts / air bags problems,NHTSA: Air Bags,Pilot, miles,,"			Takata recall. Honda states that vehicle is a subject for recall which means that it has takata air bags.!!!! my complaint is, until it is recalled, I cannot feel safe driving it!!!!please investigate and help!!!!!!! this happened when I bought the car in 2014 but I was not told about possibly defective air bags at thattime even though Honda knew of the possibility at that time!!!!!!!!!!!							- Nevada City,, CA, USA"
3039,Honda,Pilot,2014,seat belts / air bags problems,NHTSA: Air Bags,Pilot,"55,455 miles",,"			We had a huge buck deer run into the drivers side of the vehicle and the drivers side air bag did not deploy. The passengers side air bag did deploy. This is noted in the police report and at the auto body shop where vehicle was towed to. The vehicle was in motion when the deer hit us. The estimate to the insurance company is $9,000.							- Timewell, IL, USA"
3040,Honda,Pilot,2014,seat belts / air bags problems,NHTSA: Air Bags,Pilot, miles,,"			No deployment of airbag upon head-on collision. Fitchburg mass.police crash report # 16-1706-ac. Driver came into my lane of traffic and struck front end of my vehicle.							- Leominster, MA, USA"
3041,Honda,Pilot,2014,seat belts / air bags problems,NHTSA: Air Bags,Pilot,"12,000 miles",,"			Randomly, while driving the fasten seatbelt icon illuminates. All occupants of the car were restrained and no objects were placed on the seats. The right front passenger airbag ""off"" indicator light also activated. When the car was taken to the dealer and the problem could not be replicated. So no further investigation was done. It is undetermined if this would affect the functionality of the airbag system.							- Fresno , CA, USA"
3042,Honda,Pilot,2014,seat belts / air bags problems,NHTSA: Seat Belts,Pilot,"107,000 miles",,"			Center rear seat belt ended up around 3 year olds neck and everytime he moved it got tighter and tighter. The seat belt anchor is not easy to detach incase this happens.we ended up unbuckling him and turning his whole body to get it off his neck. Both 2nd and 3rd row seats use this kind of anchor.							- Tazewell, TN, USA"
3043,Honda,Pilot,2014,seat belts / air bags problems,NHTSA: Seat Belts,Pilot 6-cyl,"8,500 miles",,"			When the 2nd row center seat belt, which stores on the ceiling, was released, it snapped up and struck the child sitting in the left 2nd row seat in a booster seat on the right upper cheek causing an abrasion and many tears. The child was sitting and still belted into the booster seat. The injury wasn't severe but could have been if it had struck the eye or caused a laceration.							- Delafield, WI, USA"
3044,Honda,Pilot,2014,seat belts / air bags problems,NHTSA: Seat Belts,Pilot,"12,000 miles",,"			Randomly, while driving the fasten seatbelt icon illuminates. All occupants of the car were restrained and no objects were placed on the seats. The right front passenger airbag ""off"" indicator light also activated. When the car was taken to the dealer and the problem could not be replicated. So no further investigation was done. It is undetermined if this would affect the functionality of the airbag system.							- Fresno , CA, USA"
3045,Honda,Pilot,2014,windows / windshield problems,Sunroof Leaks,Pilot Touring 3.5L V6,Automatic transmission,"80,000 miles"," I can understand normal wear and tear weathering etc, but a garage kept regularly maintained vehicle like mine should not have a rusted frame underneath the rubber seal of my sparingly used sunroof. This problem was sold to me off the production line as un-primed or improperly prepared metal frame for the sunroof. This had to have existed before I even purchased the vehicle because the frame is rusted throughout underneath the rubber seal. Even if the rubber seal would have somehow failed on its own this frame holding it should not be rusted throughout. The rusting of the frame causing the seal to fail is frustrating to say the least. I want to be clear that no prior bumps dings nicks or wild college kids have been hanging out of my sunroof and use has been minimal. I just thought 40,000 plus US dollars bought better quality than this I am disappointed. And Honda won't sell rubber seal separate from window as they say it's one unit @ around 340 dollars alone without installation.This all happened on vacation with rain in forecast every other day not fun, sorry Honda .				- Tim H.,				Laporte, US"
3046,Honda,Pilot,2014,miscellaneous problems,NHTSA: Unknown Or Other,Pilot, miles,,"			--What component or system failed or malfunctioned, and is it available for inspection upon request"" P0302 HONDA Code - Cylinder Number 2 Misfire Detected is the error. The vehicle is available for inspection upon request Also, the; ""VTM-4"", stability, and ""check engine"" lights are all flashing --How was your safety or the safety of others put at risk? Car will NOT exceed 20 mph and it shakes. With young kids in the car, this issue is extremely unpredictable and has occurred several times resulting in us having to pay out of pocket for a clear manufacturer defect. We've had to take the car to the mechanic 4 times in the last 3 years -- service records can be provided. --Has the problem been reproduced or confirmed by a dealer or independent service center"" Yes. There is a recall for the 2009-2013 models, but we have the 2014 and have been told by everyone (except the dealer) that this issue/year (2014) should be included in the recall. --Were there any warning lamps, messages or other symptoms of the problem prior to the failure, and when did they first appear? Yes, as noted above, the following warning lamps lit... ""VTM-4"", stability, and ""check engine"" lights are all flashing							- Chicago, IL, USA"
3047,Honda,Pilot,2014,miscellaneous problems,NHTSA: Unknown Or Other,Pilot,"66,072 miles",,"			We have 2014 Honda Pilot that had 68,072 miles on it. My wife believed that the automatic transmission for the vehicle was placed park in our driveway. According to the Honda owner's manuel there is a safety feature that prevents the ignition key from being removed unless the vehicle is in park. The vehicle rolled back into a tree causing over $3,000 in property damage. This exact same problem has occurred in the past with the Honda Pilot (2003-2004) and the Honda Odyssey (2003-2004) and the Acura MDX (2003-2006) which were the subject of a recall by Honda. Please see NHTSA action number PE12026. These recalled vehicles as well as our 2014 Honda Pilot are equipped with an automatic transmission. They have a safety interlock system that is supposed to prevent the ignition key from being removed from the ignition unless the transmission is in the park position. When the transmission is not in park, the vehicle may roll unexpectedly increasing the risk of a crash. This is exactly what happened to our 2014 Honda Pilot. I contacted Honda and they could have cared less about this problem even though the same product defect obviously exists again in the new model Honda vehicles. This product defect poses a high risk of danger and Honda should be required to remedy this defect. I have videos that document this defect.							- Owings, MD, USA"
3048,Honda,Pilot,2014,miscellaneous problems,NHTSA: Unknown Or Other,Pilot, miles,,"			I was told by Honda to file a complaint with nhts a. for the pealing paint on my Honda. As I can see this is not the place to file such a report. But I am doing it anyway just so you can see how ridiculous Honda is. They will only cover the roof and lift gate. When there are many other parts of the vehicle that is doing the same thing. And they refuse to pay.							- Gray, TN, USA"
3049,Honda,Pilot,2014,miscellaneous problems,NHTSA: Unknown Or Other,Pilot,"68,000 miles",,"			My 2014 Pilot is leaking water from somewhere onto the floor on the driver's side. We noticed it was wet under the mat about 2 years ago and figured we just left a window cracked, which we had not, but yesterday after a rain, the floor was soaked. You can look up under the steering wheel and see some old mold discoloration as well. I am sure this has been happening every time it rains, but we haven't noticed because it has an all weather mat covering it. After doing some research, it seems this has been a problem on the Honda Pilot since at least 2004, so it is absolutely infuriating that this problem has not been resolved by Honda.							- Virginia Beach, VA, USA"
3050,Honda,Pilot,2014,miscellaneous problems,NHTSA: Unknown Or Other,Pilot,10 miles,,"			Takata recall, american Honda motor company never sent to me any notification of a national recall of or injury, death or damage by the takata airbag defective inflators. No notices were ever sent to me, and no telephone calls of anykind to warn me.							- Calabasas, CA, USA"
3051,Honda,Pilot,2014,miscellaneous problems,NHTSA: Unknown Or Other,Pilot, miles,,"			I have expressed concern with both the Honda dealer and to Honda corporate about the interior flaw in my vehicle. Under the drivers seat, there is an open space/gap that allows anything that's on the rear floor to roll across and block your gas and brake pedal. I have never had this issue with with any other vehicle. I have almost gotten into several traffic accidents because of this. This should be corrected but Honda refuses to acknowledge that this is an issue and they tell me not to put anything on the floor. With 3 kids sitting in the back and driving to practices every day, it's hard to keep up with items not being left on the floor. This is not reasonable and everyone leaves items on floor. I am expressing concern because I shuttle my 3 kids around everyday and I am worried about their safety as well as mine. Please help. Thank you.							- Azusa, CA, USA"
3052,Honda,Pilot,2014,miscellaneous problems,NHTSA: Unknown Or Other,Pilot,"44,000 miles",,"			The auto was parked and started then the smokes were coming out. The result was the air condenser/compressor was damaged and need replace.							- North Andover, MA, USA"
3053,Honda,Pilot,2014,miscellaneous problems,NHTSA: Unknown Or Other,Pilot,"20,000 miles",,"			This incident occurred on Feb. 5, 2016. Sudden unexpected acceleration. The car was pulling into a parking space at very slow speed with the right foot on the brake. The engine began to race and the car lurched forward. I was able to stop it by shifting into neutral and turning the engine off. Two very similar occurrences occurred with a 2012 Honda Pilot approximately two years ago. These were reported to the NHTSA.							- Westport, CT, USA"
3054,Honda,Pilot,2014,miscellaneous problems,NHTSA: Unknown Or Other,Pilot,"14,000 miles",,"			2014 Pilot purchased new Dec 2013. At 14,000 miles these issues began in August and continue at present (Jan 2016) with 17,000 miles. These issues are present while driving & idling. Air conditioning system: Front unit will not cool properly on hot/humid days with temperatures between 65-90 despite dual controls set as low as 65. Checked at dealership and could not replicate, gauges placed at vents in cabin read correctly with control dial setting. Dealership advised they have had numerous complaints for this same issue and they tell owners to turn the numeric temp control dial as low as they possibly can turn it to cool properly. Not sure if this a manufacturing issue or not. Rear unit ac: Fan on highest and next to highest setting cuts in and out, not completely off, but noticeably cycles down then back to the full blowing power for that setting. Does not matter if setting is for all face, face/feet, etc. Does not happen with heat on, only ac. Dealership could not replicate. Asked by dealership to continue to watch and use and if continues to bring back in. Warranty expires on 2014 Pilot in Dec 2016.							- Conway, SC, USA"
3055,Honda,Pilot,2014,miscellaneous problems,NHTSA: Unknown Or Other,Pilot,"3,000 miles",,"			I had put my car in park, it was still running, I reached in and turned the key off and the car immediately started to roll. I attempted to get in the car to brake, but was unable to do this and then was thrown away from the vvehicle, hitting my head on my rock driveway. There was a slight incline where I parked but when it started to roll it reached a steeper incline and rolled down my driveway and hit a tree which caused the damage. I had to have it towed to the dealership---where they found no reason for the runnaway issue""? I then called Honda and was treated badly, but they confessed that there was no way of testing for this issue. I found that in the past years there was a issue ""runaway"" vehicles------but they would not acknowlede this as a possible continuing problem?"" if anyone has had this same problem, would like to know. 							- Clovis, CA, USA"
3056,Honda,Pilot,2014,miscellaneous problems,NHTSA: Unknown Or Other,Pilot,100 miles,,"			When approaching a stop light, vehicle fails to stop, even with foot firmly on the brake. (as if the accelerator and brake were applied simultaneously) engine speed does not fall below approximately 2,000 RPM.							- Newark, CA, USA"
3057,Honda,Pilot,2014,miscellaneous problems,NHTSA: Unknown Or Other,Pilot 6-cyl,50 miles,,"			I purchased a brand new Honda Pilot-navi 2014 on July 3 2014. 1 week after the purchase there was a major water leak inside the new 2014 vehicle!.. water was leaking inside from a big rain storm and I do have a video and pics to show you. The next day space coast Honda was called where I purchased the new 2014 to get fixed. The service director said that I opened the moonroof which is not true!. he then told me leave the vehicle at the dealership for a technician to look where the water was coming from. The Honda dealership offered me a loaner at there cost for the day. The same day the Honda was taken there I was called around 5 pm to come pick up the new Honda. The service director told me he replaced the windshield and headliner inside and took all the water out from the leaking rain storm!!.. I did not get a copy of the service record and was told I have 3 years or 36,000 miles warranty. 2 days later it was taken back for more repairs! the new 2014 was stalling out, engine hesitating, riding ruff, engine fan keeps running, drivers door light not working and pulling to the right!.. again the service director tried to fix the problem and failed!.. I have called american Honda motor Corp in California and told them the problems!. they told me go in my Honda Pilot handbook and fill out the form for Consumer Affairs!.. this new Honda has many issues and no 1 wants to help or take responsibility to give me a new 2014 Honda or refund. August 28 2014 it was taken to space coast Honda again for the water leak and stalling out!..							- Cocoa Beach, FL, USA"
3058,Honda,Pilot,2014,drivetrain problems,NHTSA: Power Train,Pilot,"31,000 miles",,"			When accelerating or decelerating from 40 mph to 60 mph the transmission makes a horrible rumbling sound and it feels like the car was forced into a lower gear. This seems related to the 'eco' mode and only started after the vehicle had 30,000 miles on it. The dealership called american Honda's headquarters because they agreed with the complaint but was told this is 'normal'. I can't sell the car in this condition even to the dealership so I'm stuck unless I pay for a new transmission.							- Landenberg, PA, USA"
3059,Honda,Pilot,2014,drivetrain problems,NHTSA: Power Train,Pilot,"18,500 miles",,"			2014 Honda Pilot bought from dealer in 12/2015 with 18,000 miles on odometer. Vehicle rolled down our driveway while transmission was in ""park"". this was an uncontrolled run-away vehicle. Driveway is typical Suburban driveway, slight grade, nothing out of the ordinary. No other vehicle has ever rolled down our driveway, ever. The 2014 Honda Pilot rolled on two different occasions before we contacted the dealer in 01/2016. It rolled an estimated distance of 18 feet before coming to a rest partially blocking a public roadway. Dealer replaced transmission under warranty. While that work was being preformed, the loaner car, another 2014 Honda Pilot, also rolled down the driveway. Our vehicle was returned with the new transmission and has since rolled on two additional occasions. The most recent on 3/2/16 was captured on video to document vehicle in ""park"" and rolling down our typical Suburban driveway. We contacted dealer again. Dealer now states nothing more can be done and to ""just use parking brake"". we get that, that is good general advice however this vehicle represents a safety hazard and a level of potential liability to us as owners that is not acceptable. This run away vehicle could damage other's property or injure or kill a person. We are distraught about this and don't know what to do.							- Caledonia, MI, USA"
3060,Honda,Pilot,2014,drivetrain problems,NHTSA: Power Train,Pilot,"5,000 miles",,"			Issues: 1 - steering constantly vibrates at speeds above 45mph. Smooth roads higher vibrations. This vibration increases to extent that you feel that you are loosing control of the car at speed above 70mph and you can see the steering vibrating. So effectively, you cant drive you car beyond 70mph. 2 - transmission shutters at cruising speed above 35mph and searches for gears while going down hill. 3 - sudden burning smells in the cabin to an extent of air becoming toxic inside cabin. Honda replaced multiple parts but no result and problem has become worse. Finally Honda does not want to recognize that there is major issue so are washing off there hand by saying that it is vcm vibration. The point that vmc vibration can not be constant and those occur only when there transition from 3 cylinders to 6 cylinder or 6 to 3. the vehicle is under warranty as of now but once it goes out of warranty, Honda would never care for it.							- Waxhaw, NC, USA"
3061,Honda,Pilot,2014,drivetrain problems,NHTSA: Power Train,Pilot,"19,179 miles",,"			I pulled my Honda Pilot into my driveway that only has a slight grade. I put the vehicle into park and shut if off, exited the vehicle and locked the doors. While standing in my driveway with my son, we both saw the Pilot rolling backwards slowly (not sliding). The tires were actually turning. I ran to the drivers door, opened the vehicle, jumped in and applied the brakes. I started the car to make sure the car was showing it was in park, and it was. I now have my tires chocked with bricks until I can get it to the dealer.							- Hopkinsville, KY, USA"
3062,Honda,Pilot,2014,drivetrain problems,NHTSA: Power Train,Pilot 6-cyl,50 miles,,"			I purchased a brand new Honda Pilot-navi 2014 on July 3 2014. 1 week after the purchase there was a major water leak inside the new 2014 vehicle!.. water was leaking inside from a big rain storm and I do have a video and pics to show you. The next day space coast Honda was called where I purchased the new 2014 to get fixed. The service director said that I opened the moonroof which is not true!. he then told me leave the vehicle at the dealership for a technician to look where the water was coming from. The Honda dealership offered me a loaner at there cost for the day. The same day the Honda was taken there I was called around 5 pm to come pick up the new Honda. The service director told me he replaced the windshield and headliner inside and took all the water out from the leaking rain storm!!.. I did not get a copy of the service record and was told I have 3 years or 36,000 miles warranty. 2 days later it was taken back for more repairs! the new 2014 was stalling out, engine hesitating, riding ruff, engine fan keeps running, drivers door light not working and pulling to the right!.. again the service director tried to fix the problem and failed!.. I have called american Honda motor Corp in California and told them the problems!. they told me go in my Honda Pilot handbook and fill out the form for Consumer Affairs!.. this new Honda has many issues and no 1 wants to help or take responsibility to give me a new 2014 Honda or refund. August 28 2014 it was taken to space coast Honda again for the water leak and stalling out!..							- Cocoa Beach, FL, USA"
3063,Honda,Pilot,2014,suspension problems,NHTSA: Suspension,Pilot, miles,,"			Front wheel bearings (left and right) went at 60K miles. Sunroof needed full replacement at 60K (rust was evident indicating signs of ongoing leak), engine bushing needed replaced at 60K miles. Alignment needed because engine bushing and wheel bearing replacement.							- Jamestown, NC, USA"
3064,Honda,Pilot,2014,suspension problems,NHTSA: Suspension,Pilot,"37,000 miles",,"			This car has a serious shaking issue when braking. This is well documented and Honda has not released any recalls for this. This car has a well known issue with consuming too much oil. My car consumes way too much oil which also causes issues with the variable cylinder management 							- Lockport, IL, USA"
3065,Honda,Pilot,2014,suspension problems,NHTSA: Suspension,Pilot,"21,000 miles",,"			Vehicle shimmies, shakes, vibrates when braking and pulls to the left. Had 26,000 mile on vehicle. Brought to dealership and they said it could be due to breaking, car washes, and weather. Rosters were resurfaced at my expense. Now vehicle has 38,000 miles on it with the same problem. Dealership says it's my fault. All miles are highway and vehicle is garaged at home and during the day at the office.							- Farmington Hills, MI, USA"
3066,Honda,Pilot,2014,suspension problems,NHTSA: Suspension,Pilot 6-cyl,Automatic transmission,"5,500 miles","			The contact owns a 2014 Honda Pilot. While driving at an unknown speed, the tires, seats, and rear of the vehicle vibrated. The vehicle was taken to the dealer. The technician replaced the tires and performed an alignment; however, the failure persisted. The manufacturer was made aware of the failure. The failure mileage was 5,500.....updated 04/23/15..updated 05/07/15...updated 06/03/15..updated 06-16-15 updated 9/20/2017							- Miami Springs, FL, USA"
3067,Honda,Pilot,2014,steering problems,NHTSA: Steering,Pilot,"21,000 miles",,"			Vehicle shimmies, shakes, vibrates when braking and pulls to the left. Had 26,000 mile on vehicle. Brought to dealership and they said it could be due to breaking, car washes, and weather. Rosters were resurfaced at my expense. Now vehicle has 38,000 miles on it with the same problem. Dealership says it's my fault. All miles are highway and vehicle is garaged at home and during the day at the office.							- Farmington Hills, MI, USA"
3068,Honda,Pilot,2014,steering problems,NHTSA: Steering,Pilot,"15,000 miles",,"			When raining at about 55 to 60 mph vehicle hydroplanes. I have other family members that own the same vehicle having same problem.							- Miami, FL, USA"
3069,Honda,Pilot,2014,steering problems,NHTSA: Steering,Pilot,"5,000 miles",,"			Issues: 1 - steering constantly vibrates at speeds above 45mph. Smooth roads higher vibrations. This vibration increases to extent that you feel that you are loosing control of the car at speed above 70mph and you can see the steering vibrating. So effectively, you cant drive you car beyond 70mph. 2 - transmission shutters at cruising speed above 35mph and searches for gears while going down hill. 3 - sudden burning smells in the cabin to an extent of air becoming toxic inside cabin. Honda replaced multiple parts but no result and problem has become worse. Finally Honda does not want to recognize that there is major issue so are washing off there hand by saying that it is vcm vibration. The point that vmc vibration can not be constant and those occur only when there transition from 3 cylinders to 6 cylinder or 6 to 3. the vehicle is under warranty as of now but once it goes out of warranty, Honda would never care for it.							- Waxhaw, NC, USA"
3070,Honda,Pilot,2014,steering problems,NHTSA: Steering,Pilot,45 miles,,"			45 miles on a brand new 2014 Pilot ex-L the ignition does not engaged consistently. When you turn the key and the engine cranks, it does not turn over, rather it continues to make cranking sound, even when key goes back to run/on position. You need to turn key off to get cranking to stop. 50 miles on barand new 2014 Pilot ex-L a continuous clicking sound comes from the steering column when making a left hand turn. It does it when you turn right, but more predominant when turning left. From onset - the driver's side door does not open and close smoothly - thought at first it was just the hinge catching, further inspection demonstrates the left front fender and driver's door seem is not uniform. Therefore the bottom of the fender and driver's side door are rubbing against each other and paint is rubbing off.							- Wallingford, CT, USA"
3071,Honda,Pilot,2015,engine problems,Check Engine Light On,Pilot EX-L 3.5L     V6,Automatic transmission,"11,000 miles"," Wife took car to dealer when she noticed the check engine light and the Vsa light were on. They had the car for 21 days. They had to send the engine head to be evaluated. (Apparently they were having trouble identifying the problem). wording on our final statement……#2 cylinder piston rings aligned causing oil to enter combustion chamber and foul spark plug and mis-fire. replaced #2 cylinder piston rings. Spark plug and replaced valve stem seals. cleared dtc's and updated pgm-fi software. Just got the car back yesterday. Hopefully, all is well. We have been loyal Honda customers for years..very disappointed with the time it took and the situation. This car goes back and forth to Vegas and sure don't want something going wrong out in the middle of the desert.				- Dave S.,				San Clemente, CA, US"
3072,Honda,Pilot,2015,engine problems,Check Engine Light On,Pilot LS,Automatic transmission,"11,000 miles","Suddenly my new one year old 2015 Pilot started showing check engine light. Driving on freeway & suddenly felt like I'm on cruse control because gas paddle was not accelerating the car. Then tried hard & car started moving little fast. After exit, stopped on red light. It was shaking like hell. I thought, is it an earthquake in Fl? But my car was only shaking. Turned off A/C. No change. On green light pushed gas paddle hard, but not moving at all. Then released paddle & it started scrolling. Somehow managed to reached home with lots of shaking & weird noise. Today called a dealer & they asked to tow it to them. Will post update after dealer visit.Update from May 3, 2016: Okay, after I visited dealer, they said there seems to be an issue with some part ( I don't exactly remember the part name now). They kept my car for 2 days & issue was fixed. Since my car was under warranty I didn't have to pay anything. No issue now.				- s_kushwah,				Lake Worth, FL, US"
