,Vehicle,Model,Model Year,Problem,Sub Problem,description,fail date
2957,Honda,Pilot,2019 Pilot,Power Train,Power Train problems,"On two separate occasions I have experienced my car notifying me of a transmission issue and kicking it into neutral on its own. The first time this occurred back at the end of November, used auto start and got into my car shortly after. Turned on the car and placed into reverse. Still stopped, pulling up my gps and heard the alert and saw on my dashboard �stop driving when safe. Transmission problem. See manual"" it lights up that for a moment then goes away. But it shifted my car into neutral. Didn't think anything of it. Finished the the gps. Took another moment and put the car in reverse. It did it again and it was back in neutral when I was just in reverse. I called the dealership immediately. The next day car was taken to the dealership. Nothing was stored in the database. And they said they had never heard of it and couldn't find anything wrong. Fast forward to today, auto start, got into car. Placed in drive for a moment and before moving the alert came up and car was in neutral. It did it three times. Took a photo of the alert which is exactly as quoted. I am at a loss with Honda and what to do. I have also searched the owners manual and there's nothing of this quoted issue.",  01/19/2020
2958,Honda,Pilot,2019 Pilot,Power Train,Power Train problems,Engine is revving on its own @ 3000 rpm with no foot on the gas pedal or driving 15 mph and the engine is @ 4500 rpm with no foot on the gas pedal. My wife was in the pickup lane at my children's school and she told me that she had to hold the brake down & turn off the ignition because it felt like the Honda Pilot was going to accelerate on its own into the pickup line at the school. Now you see why I said this vehicle is dangerous.,  11/27/2019
2959,Honda,Pilot,2019 Pilot,Power Train,Power Train problems,"Tl the contact owns a 2019 Honda Pilot. While driving at any speed, the entertainment system failed and the screen turned off and on. The contact also stated that the vehicle shook violently without warning when it struck a bump in the road. The vehicle was taken to john eagle Honda (855-562-7994, located at 5311 lemmon Ave, dallas, TX 75209) where it was diagnosed that the computer system module needed to be repaired. The contact was not informed when the repairs could be completed. The contact notified the manufacturer of the failure and informed them that she wanted a different vehicle. The contact was referred to the dealer. The vehicle was not repaired. The failure mileage was approximately 300.",  11/11/2019
2960,Honda,Pilot,2019 Pilot,Power Train,Power Train problems,"Purchased the new 2019 Honda Pilot elite at around 3,000 miles. While driving around 25-30 miles per hour speed on paved roads, sometimes not all the time. The car downshifting and stalling for a few seconds before being able to accelerate again. This happen while driving on a nice sunny day with no loose gravel or rain, in a 4 way intersection making a left turn on green which made the car stalled and wasn't able to accelerate for a good 1 to 2 second. Good thing there wasn't any other vehicle that is near by. This can cause an accident and body injury! this happen during turns and straight driving. I've discuss this every time I go and get the car maintenance at the Honda dealership but they cannot duplicate the problem I've had encounter. The car as of now has 15,651 miles and downshifting and stalling comes and goes whenever it wants to its not contestant. For a new car over $50k plus not including taxes, its extremely dangerous to me and anyone who is driving or pedestrian walking near by!.",  07/04/2019
2961,Honda,Pilot,2019 Pilot,Service Brakes,Service Brakes problems,"For the second time is the last few weeks the car experienced issues after losing electrical power. It failed to start after being parked for about an hour at the airport. All sorts of warnings started randomly blinking on the dashboard. But the door, cabin lights etc all would come in when the doors were opened.",  10/15/2022
2962,Honda,Pilot,2019 Pilot,Service Brakes,Service Brakes problems,"I got my brand new Honda in 2019; the problems started right away, after a few weeks, the radio system would just turn off while driving. The whole console wouldn’t work. I would turn it on/off but still nothing. If I let the car set over night sometimes it may work the next day. They replaced my radio but it continued. Steve from Honda said it was finally in error state and it was the amplifier. Steve had ordered a new 1 & put it in 9/8/22, I thought my problems were over. On 9/12/22; I dropped my daughter off at school, I was leaving but I had to stop for traffic. I was about to pull out when the dash starting flashing/lighting up & I couldn’t go anywhere. The car was in park and I was stuck. I pushed the car into drive, ect, but it wouldn’t go. I turned the car off/on to try to restart things but nothing. The brakes then locked up and I couldn’t do anything. I tried everything that I could think, I was blocking traffic not allowing people to leave from the school and cars from coming in. I called Honda rd. Asst. But they said I had no longer a warranty as I am at 30,000 but I thought it was 36,000 miles. They connected me to aaa which I had to pay out of pocket for towing. I called steve & my serv. Advr. Adam so they knew that I was going to towed in. I couldn’t get the vehicle to turn off or on after awhile. 2 hrs. Later; the tow truck had came, he had to jump start it to get it on his truck, he toke me to Honda. I waited over 4 hrs. But steve said battery was good, he ran errors but couldn’t find anything wrong except the back up camera had an error but it seemed as though he didn’t believe that is the problem. I could take it home but he said if his wife was having issues, he wouldn’t want her to drive it. I left it w/Honda, steve toke it hm. To see if it would do what it did for me. I honestly don’t want to drive it, I am scared; what if something worse happens or pay to be towed again. I didn’t want a new vehicle to deal with issues.",  09/12/2022
2963,Honda,Pilot,2019 Pilot,Service Brakes,Service Brakes problems,"At a stop light the my car turned off and did not come back on for 5 mins. I am aware of the auto stop feature for fuel efficiency but I was in a turning lane. I literally could have been in an accident. The car brakes were locked in could not even put the car in neutral or park the car was just off completely. No signs of over heating, battery failure, etc.",  08/09/2022
2964,Honda,Pilot,2019 Pilot,Service Brakes,Service Brakes problems,Having crackling noise coming from the front dash of my car which interferes with the radio and the screen of my radio. Seems to be the electrical problem but if it’s shutting down the radio it’s possible that it could totally shut down my car while driving . It has become a safety issue. Break problem getting a pop/clicking noise in the front left & right tire has been put in shop 5 time never fixed. . They keep adding lubricant still have the same problem. . Another safety hazard. .,  01/17/2022
2965,Honda,Pilot,2019 Pilot,Service Brakes,Service Brakes problems,On several occasions the car has flashed brake and then started braking when there has been no car in front of me.,  01/07/2022
2966,Honda,Pilot,2019 Pilot,Service Brakes,Service Brakes problems,"When driving on the interstate, car automatically applied breaks at 70+ mph bringing speed down to 55 or less as it sensed a car in the right lane. However, there was clear lanes and no potential impact for a crash. The breaking almost resulted in me getting rear ended. Also, there have been numerous instances where the car has had sensors go off for collision warnings when I am driving in the city and there is no car in sight or I am turning left at a stoplight. This is not safe and needs to be addressed.",  10/19/2021
2967,Honda,Pilot,2019 Pilot,Service Brakes,Service Brakes problems,Driving and the automatic braking engage with no vehicles around.,  10/12/2021
2968,Honda,Pilot,2019 Pilot,Service Brakes,Service Brakes problems,"The auto -stop feature is now completely defective. Since I hit 30,000 miles I have had issues with it infrequently completely shutting off the engine. Now the mileage is higher, the vehicle shuts off every time I stop at light or stop sign. I have approximately 56,000 miles on the vehicle. It has been regularly serviced at the dealership. I feel this is a major safety issue since other vehicles expect me to be moving one the light etc. , changes. There are no warning lights or other symptoms prior to the failure.",  10/01/2021
2969,Honda,Pilot,2019 Pilot,Service Brakes,Service Brakes problems,"While driving during the daytime on a road without any other vehicle in front of me or behind me, my car's automatic emergency braking system engaged on its own without any reason. When I brought the car to the dealership, the service advisor told me he had been getting other complaints about the same problem for this vehicle.",  10/15/2020
2970,Honda,Pilot,2019 Pilot,Service Brakes,Service Brakes problems,"9/8/20 at 7:45am a clear sunny morning on my way to work. I was stopped at a red light and when the light turned green I pushed on the accelerator. As soon as I started to pick up speed ~15-20 mph, my Honda Pilot sensed another ""invisible"" collision hazard and engaged the automatic collision avoidance braking system. The automatic braking system slammed on the brakes and brought the vehicle to an immediate and compete stop while I was turning in the middle of the intersection and the truck behind me almost rear-ended me. This faulty automatic collision avoidance braking system slamming on the brakes for no reason at all is going to severely injure or kill someone! I am afraid to drive home from work.",  09/08/2020
2971,Honda,Pilot,2019 Pilot,Service Brakes,Service Brakes problems,"9/7/2020 around 2:15pm on a beautiful clear, sunny day, my 2019 Honda Pilot incorrectly sensed an ""invisible"" collision hazard and engaged the automatic collision avoidance braking system. There was not even a vehicle driving in front of me. My 2019 Pilot automatically slammed on the brakes and brought the vehicle to an immediate and compete stop while I was driving 55 mph on a busy highway. The vehicle behind me almost rear-ended me. This faulty automatic collision avoidance braking system, slamming on the brakes for no reason at all, is going to severely injure or kill someone!.",  09/07/2020
2972,Honda,Pilot,2019 Pilot,Service Brakes,Service Brakes problems,"Honda Pilot 2019 -driving on a highway with my whole family with 3 kids at the back, at a speed ~40mph. The lane in which I was driving (right) slowed down, so moved to the left lane. That lane was also slowing as I can see the cars in the front slowing down and stopping. My attempts to stop the car proved futile. The car did not stop. 1) repeated pumping of the breaks did not yield to stop the car. Honda Pilot collided with the car in the front. 2) the cars system to slow the car while approaching a vehicle in the front did not function. 3) airbags did not deploy at all - none of the airbags deployed. - collision center was literally baffling, over this - have no clue how the airbags did not deploy with this kind of a collision. I seriously suspect that there is some thing seriously flawed. Since I'm not an automobile engineer, I'm not sure of technicality involved in this. Something went wrong terribly, that the car did not stop on braking, car did not slow down, & the airbags did not deploy. When informed about this to Honda, Honda was referring to geico, that they will do the investigation. Geico says that its not their problem and Honda should do the investigation. As a common man I would like to have this problem investigated and necessary action to be taken. I see they subrogate each other, which is not correct. I'm not sure how many cars are running in this condition on the road. Please do take necessary steps to check on this. I can give all the required documents, pictures and police reports in this regard. I need assistance in investigation of this accident and find out why the car did not respond. I see that there are other recalls with reference to Honda Pilot 2019, though my car is not on the recall, I have my doubts that there is malfunctioning component in the car, that has caused this flaw. Hoping to hear from you soon. Thank you.",  07/03/2020
2973,Honda,Pilot,2019 Pilot,Service Brakes,Service Brakes problems,"When driving the vehicle, these messages shown on the screen from time to time: brake, emission systems problems and low tire pressure.",  06/30/2020
2974,Honda,Pilot,2019 Pilot,Service Brakes,Service Brakes problems,"The contact owns a 2019 Honda Pilot. The contact stated while driving at an undisclosed speed, the vehicle stalled and failed to restart. The contact stated that several unknown warning lights were illuminated. The contact stated that the brake pedal was difficult to depress while starting the vehicle. The vehicle was towed to the local dealer however, the mechanic was unable to duplicate the failure. The vehicle was taken back to the local dealer where it was diagnosed that the battery needed to be replaced. The contact stated the failure was related to NHTSA action number: pe22005 (engine and engine cooling). The vehicle was repaired however, the failure recurred. The manufacturer was not contacted. The failure mileage was unknown. The VIN was not available.",  01/01/2020
2975,Honda,Pilot,2019 Pilot,Service Brakes,Service Brakes problems,"When driving my Honda Pilot the automatic emergency braking system has engaged multiple times (3-4 times with me, and once with my husband driving) in the middle of driving with there was no reason for the braking to occur - meaning there were times when no cars were even in front of me. When this happens the orange brake warning shows up on my dashboard advising ""brake"" and my car jolts forward to strongly break. There has not been a recall on this issue, therefore, there has not inspection on my car specific to this issue. When this occurs it causes extreme panic on unawareness of what is going on. There is a threat of a crash behind me, especially when driving on roads 55 mph, when the car all of a sudden out of nowhere comes to almost a complete stop. Also, it extremely distracts me due to the suddenness of this issue without any perceived warning. Therefore, I quickly try to understand if I do need to swerve or figure out how to quickly speed up after it brakes so no cars hit me from behind. Then it takes me awhile to calm down and understand what happened.",  12/07/2019
2976,Honda,Pilot,2019 Pilot,Service Brakes,Service Brakes problems,My vehicle is automatically braking at high speeds for no reason. Ive travelers at over 50 mph on highways and it just suddenly slams on the brakes where I've almost been rear ended a few times. It's been in the dealership and they keep claiming nothing is wrong.,  11/01/2019
2977,Honda,Pilot,2019 Pilot,Service Brakes,Service Brakes problems,"Brakes are ridiculously slow. Brake response time is very slow even though speed is within 30 miles per hour or less. You literally have to push paddle completely down to the floor and even after that it won't stop immediately. Car stops very slow. So considering situation (driving in street and child pops up in front of car) if you have to stop suddenly you not gonna make it unless you use emergency brake of the car. Honda must fix the issue otherwise someone will lose life for sure. Also, weirdly car moved forward little bit when I just pushed start button to start the car even after brake paddle was pushed down position and touching gas paddle at all. I was bit surprised and thankfully it was in parking lot so didn't hit anyone. I am going Honda dealership to check with them if they can check and do something to make brake more responsive and tight. This is just second day of car and this crap happening. I am bit scared, disappointed and frustrated.",  10/06/2019
2978,Honda,Pilot,2019 Pilot,Service Brakes,Service Brakes problems,"The transmission has slipped now twice while driving. Once on the highway and again yesterday after turning right onto a busy narrow road. The navigation system and screen display has blacked out and become non-functional while driving at least 6-7 times (no radio, navigation, or anything functions when this occurs). The car has had to be turned off in order reset the screen and function again. It is not possible to turn off the car when driving on a highway or narrow country road. Lastly, the car has breaked unnecessarily on several occasions despite adjusting the settings to not be overly sensitive. Once it came to a complete stop unnecessarily, thankfully no one was behind me. It has started breaking unnecessarily while driving on a highway and on a country road when no vehicles or anything were around. These situations have been scary and unsettling.",  09/14/2019
2979,Honda,Pilot,2019 Pilot,Service Brakes,Service Brakes problems,When driving on some rural roads where line is clearly present in road my car automatically applies brakes as crash avoidance when oncoming car is coming that is clearly in its own lane. This has happened multiple times and Honda was notified and does not seem concerned about this safety issue but is aware that it happens.,  06/01/2019
2980,Honda,Pilot,2019 Pilot,Service Brakes,Service Brakes problems,"Automatic braking (collision) mitigation activates erroneously. Upon slight right curve in road, detects opposing traffic as collision. Applies brakes. Even upon setting system to least sensitive, still exhibits condition. Continues to occur multiple times per week.",  06/01/2019
2981,Honda,Pilot,2019 Pilot,Service Brakes,Service Brakes problems,When the brakes are needed suddenly the brake pedal travel is to excessive. The brakes are slow to respond as if they are not working and then they grab suddenly with the brake pedal almost to the floor. This is very unnerving as you think you are loosing control of the car. Normally I have to tap the brake pedal let off and get back on the brake pedal quickly for the brakes to respond normally or have a good brake pedal feel. I am getting tired of doing this every time to stop the vehicle. Honda cannot be serious that this is normal. This is an accident waiting to happen.,  03/01/2019
2982,Honda,Pilot,2019 Pilot,Service Brakes,Service Brakes problems,"Brakes are extremely slow to react and very mushey when they do. Holding the brke pedel hard takes the pedal to the floor. When service rep was asked to adjust, they stated, all Pilots are like this. This is an accident wating to hpen.",  10/01/2018
2983,Honda,Pilot,2019 Pilot,Vehicle Speed Control,Vehicle Speed Control problems,"I drove our Honda Pilot during a moderate snow storm. The collision avoidance system repeatedly recognized the snow as a vehicle and repeatedly applied the brakes at highway speed in heavy traffic. It happened from davenport, IA to des moines, IA on 14 Jan 22. It also repeatedly tried to steer because the lane keeper assist kept malfunctioning. On Sunday 16 Jan 22 we returned from des moines to davenport and it repeatedly happened again. On Sunday the roads were clear and there wasn't any precipitation in the air. I washed the windshield and wiped off the sensor panel but it didn't stop. The Honda dealer in moline, IL told me that there was nothing they could do. They said that happens in snow and rain and that I should wash the vehicle. The vehicle is malfunctioning and dangerous. It randomly applies the brakes and tries to steer itself at highway speed if there is any obstruction to the sensors. I had to fight the steering wheel to keep it on the road when driving down the middle of the lane. Having the car applying the brakes randomly at highway speed is also incredibly dangerous. I can't control how close semi trucks follow and several almost rear ended me. They also got very upset because they thought I was doing it on purpose. I can't wash the vehicle every time it snows or pull over every time it rains hard. The dealers suggestions are not practical. The malfunctioning lane keeper assist and automatic breaking on this vehicle is an accident waiting to happen. Or it's already happened and isn't getting the credit it deserves. The lane keeper assist and automatic breaking also can't be turned off, and shouldn't have to be.",  01/14/2022
2984,Honda,Pilot,2019 Pilot,Vehicle Speed Control,Vehicle Speed Control problems,"When driving on the interstate, car automatically applied breaks at 70+ mph bringing speed down to 55 or less as it sensed a car in the right lane. However, there was clear lanes and no potential impact for a crash. The breaking almost resulted in me getting rear ended. Also, there have been numerous instances where the car has had sensors go off for collision warnings when I am driving in the city and there is no car in sight or I am turning left at a stoplight. This is not safe and needs to be addressed.",  10/19/2021
2985,Honda,Pilot,2019 Pilot,Vehicle Speed Control,Vehicle Speed Control problems,"Honda Pilot 2019 -driving on a highway with my whole family with 3 kids at the back, at a speed ~40mph. The lane in which I was driving (right) slowed down, so moved to the left lane. That lane was also slowing as I can see the cars in the front slowing down and stopping. My attempts to stop the car proved futile. The car did not stop. 1) repeated pumping of the breaks did not yield to stop the car. Honda Pilot collided with the car in the front. 2) the cars system to slow the car while approaching a vehicle in the front did not function. 3) airbags did not deploy at all - none of the airbags deployed. - collision center was literally baffling, over this - have no clue how the airbags did not deploy with this kind of a collision. I seriously suspect that there is some thing seriously flawed. Since I'm not an automobile engineer, I'm not sure of technicality involved in this. Something went wrong terribly, that the car did not stop on braking, car did not slow down, & the airbags did not deploy. When informed about this to Honda, Honda was referring to geico, that they will do the investigation. Geico says that its not their problem and Honda should do the investigation. As a common man I would like to have this problem investigated and necessary action to be taken. I see they subrogate each other, which is not correct. I'm not sure how many cars are running in this condition on the road. Please do take necessary steps to check on this. I can give all the required documents, pictures and police reports in this regard. I need assistance in investigation of this accident and find out why the car did not respond. I see that there are other recalls with reference to Honda Pilot 2019, though my car is not on the recall, I have my doubts that there is malfunctioning component in the car, that has caused this flaw. Hoping to hear from you soon. Thank you.",  07/03/2020
2986,Honda,Pilot,2019 Pilot,Vehicle Speed Control,Vehicle Speed Control problems,"My 2019 Honda randomly brakes while I'm driving almost causing someone to rear end me, and other times almost causing me to be in accidents. In addition, at 19k miles my transmission went out (started catching, making a grinding noise) while I was driving on the interstate and caused the vehicle to decelerate. I pulled off the road turned the vehicle off, once restarted it decelerated and the transmission light, emissions light and blind spot light came on the dash board.",  12/28/2019
2987,Honda,Pilot,2019 Pilot,Vehicle Speed Control,Vehicle Speed Control problems,"The driver display and the infotainment system of the Honda Pilot continuously goes blank and not sure what other effects it has on the vehicle as the drive is unable to see the speed they are driving or if anything else is working in the vehicle. This is a safety hazard especially when using speed control or other devices. This happens in motion, on highways, city streets, and stationary. First the infotainment system does blank and the driver settings,.",  12/20/2019
2988,Honda,Pilot,2019 Pilot,Vehicle Speed Control,Vehicle Speed Control problems,"The digital speedometer and infotainment system shut off and restart at random. In addition, the speakers crackle, the radio stops working, the backup camera does not always engage when going in reverse. The digital speedometer screen has turned off twice and the only (temporary) solution was for the dealer to reset the system.",  11/15/2019
2989,Honda,Pilot,2019 Pilot,Vehicle Speed Control,Vehicle Speed Control problems,"""network connection lost"" when using infotainment system. Dash/speed cluster goes black and reboots in mid drive. ""fm unavailable"" displayed when listening to radio. Collision warning ""brake"" message displays randomly. Sandy/popping noises randomly in speakers. All of these I can not reproduce on the spot, it is random that I can tell at this point.",  11/11/2019
2990,Honda,Pilot,2019 Pilot,Vehicle Speed Control,Vehicle Speed Control problems,Speedometer and control head completly blank-- dead.,  10/28/2019
2991,Honda,Pilot,2019 Pilot,Vehicle Speed Control,Vehicle Speed Control problems,"I purchased the vehicle on August 10, 2019. Within 2 weeks the radio began making a popping and cracking sound that sounded like rocks hitting the windshield. This sound happens daily when I drive the vehicle. About one week after this happened, the dvd player would stop working and the sound from the radio would begin to completely go out. It would come back on eventually, sometimes as much as 30 - 45 minutes later. After about two weeks, these problems continued and the screen for navigation, along with the speedometer screen would completely go black while the vehicle was in motion. It restarts after about 10 - 20 seconds. In two instances the rear backup camera has shut off while I was backing up as well. I have reported the issue to two dealerships including the one where I made the purchase. I am scheduled to take it in to have repairs done tomorrow.",  09/28/2019
2992,Honda,Pilot,2019 Pilot,Vehicle Speed Control,Vehicle Speed Control problems,"Purchased the new 2019 Honda Pilot elite at around 3,000 miles. While driving around 25-30 miles per hour speed on paved roads, sometimes not all the time. The car downshifting and stalling for a few seconds before being able to accelerate again. This happen while driving on a nice sunny day with no loose gravel or rain, in a 4 way intersection making a left turn on green which made the car stalled and wasn't able to accelerate for a good 1 to 2 second. Good thing there wasn't any other vehicle that is near by. This can cause an accident and body injury! this happen during turns and straight driving. I've discuss this every time I go and get the car maintenance at the Honda dealership but they cannot duplicate the problem I've had encounter. The car as of now has 15,651 miles and downshifting and stalling comes and goes whenever it wants to its not contestant. For a new car over $50k plus not including taxes, its extremely dangerous to me and anyone who is driving or pedestrian walking near by!.",  07/04/2019
2993,Honda,Pilot,2019 Pilot,Vehicle Speed Control,Vehicle Speed Control problems,When driving on some rural roads where line is clearly present in road my car automatically applies brakes as crash avoidance when oncoming car is coming that is clearly in its own lane. This has happened multiple times and Honda was notified and does not seem concerned about this safety issue but is aware that it happens.,  06/01/2019
2994,Honda,Pilot,2019 Pilot,Vehicle Speed Control,Vehicle Speed Control problems,"When driving the car, the instrument panel (including the speedometer) will shut off for approximately 2 minutes, and the reboot. This result in the inability to tell exactly how fast the vehicle is moving. This will occur under multiple conditions while the car is in drive, and is not dependent on the type of road being driven on. Additionally, the center console infotainment screen, which also serves as the screen for the back up camera will shut off, for varying amounts of time, rendering the ability to see/use the back up camera useless. I have encountered, on numerous occasions, both systems shutting off at the same time, while the car is in drive or reverse, leaving me with the unable to safely gauge how I am operating the vehicle.",  03/31/2019
2995,Honda,Pilot,2019 Pilot,Vehicle Speed Control,Vehicle Speed Control problems,"Recurrent problem. Started when vehicle was 2 months old. Taken car to dealer service department. No solution. When in motion (highways, city roads) speakers make a sparkling sound followed by the entertainment screen ( navigation, handheld phone, rear vision. . . ) and the odometer screen (speed display, all the signals) became dead. It could last few seconds and reboot back or up to 30 minutes. In a 15 mile journey , could happen around 15 times. So the dangerous situation is that I am driving with no idea how much speed I am going, I am not able to use my handheld phone (also very important to me as a busy doctor trying to answer emergency calls), no navigation system available, the rear vision camera becomes useless with a blank screen. . . I learnt from the internet that this is an ongoing problem and no solution have been found. Problem happens in motion and also or when car is parked. My car is 4 months old and has spent several days at the dealer service department and at the last visit I was given a report in which states that Honda is studying a new software update. I don't want risk my family or others life's so waiting is not an option. This is not just one incident , it keeps recurring we bought the car brand new from the Honda dealer in November 2018. I have videos to provide proof (can not attach them).",  03/16/2019
2996,Honda,Pilot,2019 Pilot,Other Fuel System,Other Fuel System problems,"With the Honda Pilot stopped, the engine shut off with the auto engine idle stop feature, but recently when pressing the accelerator pedal the car stalled out and turned off completely including disconnecting blue tooth and audio and display. This has happened one time where it completely shut off instead of restarting when pressing accelerator - but has also had exceptionally long ""stall out"" timing several other times when accelerator is pressed after stopping at stop light or stop sign. This is a concern as the car is stopped when other cars anticipate the vehicle to move forward with traffic and could result in a rear end collision. There was a warning lamp message that flashed on and a dinging - similar to when the car starts initially.",  10/25/2022
2997,Honda,Pilot,2019 Pilot,Other Fuel System,Other Fuel System problems,"Today is the 6th time our Honda has had issues either the automatic start/stop system failing when at a stop light. The car will stop and shut off like it is supposed to, but will not restart. Car needs to be put into park, turned off, restarted, shift back into drive. This happens while we are at risk of being hit from behind, honked at, and creates an unsafe and stressful driving situation. Car has had infotainment issues that seemed to be fixed, but had issues prior to today’s incident. Car has been only serviced at Honda. No warning lights etc. This issue was reported to our dealer last December and they said the could no replicate the issue. In August this happened again immediately after having the car serviced for an oil change. The car is putting my family and others at risk and there seems to be many others with this same problem happening.",  10/23/2022
2998,Honda,Pilot,2019 Pilot,Other Fuel System,Other Fuel System problems,"While driving, a light came on for emissions systems failure. The vehicle seemed to not accelerate properly like it was pulling. I feared for the safety of my children. This is our only vehicle. My husband took it to the Honda dealership. He got told that there is an issue with the fuel injector and timing belt. After research, we discovered both these issues have been added to a Honda recall list for our year and model vehicle. When my husband asked the Honda service team about it, they said yes, but our VIN isn't covered. We are having the exact same issues as the recall.",  09/22/2022
2999,Honda,Pilot,2019 Pilot,Other Fuel System,Other Fuel System problems,"Check engine light code p219b “check emissions system” fuel injectors needed to be replaced at only 32,000 miles. Vehicle was out of standard factory warranty by 6 months but under 36k. Honda did replace them under the service bulletin. Just wanted to report so they hopefully keep covering for others as this is an expensive repair.",  09/21/2022
3000,Honda,Pilot,2019 Pilot,Other Fuel System,Other Fuel System problems,"My car started jerking and then started to get a loud noise. Took it to the dealer and they said has to do to with the fuel pump and to replace/fix it's costing over 3500. 00. I noticed that are recalls for Honda Pilot from 2018 to 2020 on fuel pumps. However, there is not a recall on the care yet. How to resolve this issue.",  09/16/2022
3001,Honda,Pilot,2019 Pilot,Other Fuel System,Other Fuel System problems,The engine fails to restart on its own from a complete stop at a traffic light or road intersection with the auto start/stop function engaged. This is the third time has occurred. Many people online are reporting the same issue.,  09/12/2022
3002,Honda,Pilot,2019 Pilot,Other Fuel System,Other Fuel System problems,"I got my brand new Honda in 2019; the problems started right away, after a few weeks, the radio system would just turn off while driving. The whole console wouldn’t work. I would turn it on/off but still nothing. If I let the car set over night sometimes it may work the next day. They replaced my radio but it continued. Steve from Honda said it was finally in error state and it was the amplifier. Steve had ordered a new 1 & put it in 9/8/22, I thought my problems were over. On 9/12/22; I dropped my daughter off at school, I was leaving but I had to stop for traffic. I was about to pull out when the dash starting flashing/lighting up & I couldn’t go anywhere. The car was in park and I was stuck. I pushed the car into drive, ect, but it wouldn’t go. I turned the car off/on to try to restart things but nothing. The brakes then locked up and I couldn’t do anything. I tried everything that I could think, I was blocking traffic not allowing people to leave from the school and cars from coming in. I called Honda rd. Asst. But they said I had no longer a warranty as I am at 30,000 but I thought it was 36,000 miles. They connected me to aaa which I had to pay out of pocket for towing. I called steve & my serv. Advr. Adam so they knew that I was going to towed in. I couldn’t get the vehicle to turn off or on after awhile. 2 hrs. Later; the tow truck had came, he had to jump start it to get it on his truck, he toke me to Honda. I waited over 4 hrs. But steve said battery was good, he ran errors but couldn’t find anything wrong except the back up camera had an error but it seemed as though he didn’t believe that is the problem. I could take it home but he said if his wife was having issues, he wouldn’t want her to drive it. I left it w/Honda, steve toke it hm. To see if it would do what it did for me. I honestly don’t want to drive it, I am scared; what if something worse happens or pay to be towed again. I didn’t want a new vehicle to deal with issues.",  09/12/2022
3003,Honda,Pilot,2019 Pilot,Other Fuel System,Other Fuel System problems,While coming to a stop light auto start/stop activated when releasing brake pedal car failed to restart. Needed to enter vehicle into park and restart car with push button to resume.,  09/03/2022
3004,Honda,Pilot,2019 Pilot,Other Fuel System,Other Fuel System problems,Auto engine shut off will turn off engine at stoplight but fail to restart engine when brake is released. Extremely unsafe. It has happened multiple times and each time we are afraid there will be an accident because we are sitting ducks and not accelerating when traffic expects us to.,  08/21/2022
3005,Honda,Pilot,2019 Pilot,Other Fuel System,Other Fuel System problems,"The vehicle in question has the idle stop function, which turns off the vehicle when certain conditions are met. Randomly, the vehicle does not restart on its own which forces me to power cycle the vehicle in order for it to start back up. This is a safety issue because the vehicle has been stuck in the middle of an intersection while I am trying to get it restarted. If the vehicle were to be completely disabled, I could be stuck causing a hazard at any given intersection. I have had the vehicle inspected and the battery tested, but everything checks out ok. I don't feel very safe when the vehicle can just shut off randomly and not restart. I have noticed sometimes, when the vehicle does restart, the dash flashes a warning that says, ""collision mitigation braking system problem"" for a split second and then it clears.",  08/16/2022
3006,Honda,Pilot,2019 Pilot,Other Fuel System,Other Fuel System problems,"Auto stop start is erratically failing to properly restart the car after brake has been disengaged. After arriving at a complete stop, the vehicle will properly shut down when the driver’s foot is on the brake. When the driver disengages the brakes, the engine should promptly restart and the car will find itself already in drive so it can continue to move forward. Under certain unknown circumstances, the car will stall and not be allowed to restart. In order to continue, I needed to shift the car to park, turn the car off completely, and then restart the car. Only then can I shift the car back to drive and continue. This presents a safety issue since once the brakes are removed, traffic behind interprets this action to mean you will be traveling forward shortly. The restart is sometimes accompanied by a lurk which might be also considered as moving forward. This vehicle has not been in a accident and the dealer was not able to reproduce this issue. The issue seemed to occur shortly after another recall was performed for the fuel pump. Auto stop start cannot be permanently disabled and needs to be performed each time the car is started. This circumstance seems documented in pe22005.",  06/29/2022
3007,Honda,Pilot,2019 Pilot,Other Fuel System,Other Fuel System problems,In June of 2022 my car started to buck and stalled out; I had to get it towed to huntington Honda. The dealership told me that the fuel pump failed do to corrosion and it was not covered under my warranty. I did have to go through insurance. I have no idea how the male pin in the fuel pump corroded and broke off inside the connector and neither did the service advisor. Honda America spoke with the dealership after the car was fixed and concluded that is was corrosion. I have always taken care of my car and cannot understand how that part even became corroded. Please help me in this matter as this could be happening to others. Honda America and06/18/2022 the dealership where no help at all. My # is 631-972-5301. Please feel free to contact me with any questions. Your help is very much appreciated.,  06/19/2022
3008,Honda,Pilot,2019 Pilot,Other Fuel System,Other Fuel System problems,We have had a check engine light going off and on for a few days now. Car sputtering. Almost like no power at times and quick to slow down. We brought it to a Honda dealership and determined it had faulty fuel injectors. I was told there is a campaign on the issue now. But we would have to pay 40% of the repair cost. I believe it to be a dire safety issue. So we are paying for the repair. I was also told there is no recall on it for our VIN but similar vehicles with similar issues come through there all the time.,  05/14/2022
3009,Honda,Pilot,2019 Pilot,Other Fuel System,Other Fuel System problems,Car stalls at a stoplight. Battery was completely depleted so it wouldn't restart. I couldn't even open the windows on a hot day b/c the battery was depleted. Honda dealer in richmond California tells me they can't replicate the issue and all the diagnostic tools they have indicate no problems. This is a serious safety issue that must be addressed.,  10/01/2021
