,code,desc
2757,B1785,Mirror Passenger Up Circuit Short To Ground 
2758,B1786,Mirror Passenger Down Circuit Failure 
2759,B1787,Mirror Passenger Down Circuit Open 
2760,B1788,Mirror Passenger Down Circuit Short To Battery 
2761,B1789,Mirror Passenger Down Circuit Short To Ground 
2762,B1790,Autolamp Sensor Input Circuit Failure 
2763,B1791,Autolamp Sensor Input Circuit Open 
2764,B1792,Autolamp Sensor Input Circuit Short To Battery 
2765,B1793,Autolamp Sensor Input Circuit Short To Ground 
2766,B1794,Lamp Headlamp Low-Beam Circuit Failure 
2767,B1795,Lamp Headlamp Low-Beam Circuit Open 
2768,B1796,Lamp Headlamp Low-Beam Circuit Short To Battery 
2769,B1797,Lamp Headlamp Low-Beam Circuit Short To Ground 
2770,B1798,Lamp Turn Signal Front Output Circuit Failure 
2771,B1799,Lamp Turn Signal Front Output Circuit Open 
2772,B1800,Lamp Turn Signal Front Output Circuit Short To Battery 
2773,B1801,Lamp Turn Signal Front Output Circuit Short To Ground 
2774,B1802,Lamp Turn Signal Rear Output Circuit Failure 
2775,B1803,Lamp Turn Signal Rear Output Circuit Open 
2776,B1804,Lamp Turn Signal Rear Output Circuit Short To Battery 
2777,B1805,Lamp Turn Signal Rear Output Circuit Short To Ground 
2778,B1806,Lamp Tail Output Circuit Failure 
2779,B1807,Lamp Tail Output Circuit Open 
2780,B1808,Lamp Tail Output Circuit Short To Battery 
2781,B1809,Lamp Tail Output Circuit Short To Ground 
2782,B1810,Lamp Backup Switch Input Circuit Failure 
2783,B1811,Lamp Backup Switch Input Circuit Open 
2784,B1812,Lamp Backup Switch Input Circuit Short To Battery 
2785,B1813,Lamp Backup Switch Input Circuit Short To Ground 
2786,B1814,Wiper Rear Motor Down Relay Coil Circuit Failure 
2787,B1815,Wiper Rear Motor Down Relay Coil Circuit Open 
2788,B1816,Wiper Rear Motor Down Relay Coil Circuit Short To Battery 
2789,B1817,Wiper Rear Motor Down Relay Coil Circuit Short To Ground 
2790,B1818,Wiper Rear Motor Up Relay Coil Circuit Failure 
2791,B1819,Wiper Rear Motor Up Relay Coil Circuit Open 
2792,B1820,Wiper Rear Motor Up Relay Coil Circuit Short To Battery 
2793,B1821,Wiper Rear Motor Up Relay Coil Circuit Short To Ground 
2794,B1822,Wiper Rear Park Sense Input Circuit Failure 
2795,B1823,Wiper Rear Park Sense Input Circuit Open 
2796,B1824,Wiper Rear Park Sense Input Circuit Short To Battery 
2797,B1825,Wiper Rear Park Sense Input Circuit Short To Ground 
2798,B1826,Wiper Rear High Limit Input Circuit Failure 
2799,B1827,Wiper Rear High Limit Input Circuit Open 
2800,B1828,Wiper Rear High Limit Input Circuit Short To Battery 
2801,B1829,Wiper Rear High Limit Input Circuit Short To Ground 
2802,B1830,Door Unlock Disarm Switch Circuit Failure 
2803,B1831,Door Unlock Disarm Switch Circuit Open 
2804,B1832,Door Unlock Disarm Switch Circuit Short To Battery 
2805,B1833,Door Unlock Disarm Switch Circuit Short To Ground 
2806,B1834,Door Unlock Disarm Output Circuit Failure 
2807,B1835,Door Unlock Disarm Output Circuit Open 
2808,B1836,Door Unlock Disarm Output Circuit Short To Battery 
2809,B1837,Door Unlock Disarm Output Circuit Short To Ground 
2810,B1838,Battery Saver Power Relay Circuit Failure 
2811,B1839,Wiper Rear Motor Circuit Failure 
2812,B1840,Wiper Front Power Circuit Failure 
2813,B1841,Wiper Front Power Circuit Open 
2814,B1842,Wiper Front Power Circuit Short To Battery 
2815,B1843,Wiper Front Power Circuit Short To Ground 
2816,B1844,Phone Handset Circuit Failure 
2817,B1845,Ignition Tamper Circuit Failure 
2818,B1846,Ignition Tamper Circuit Open 
2819,B1847,Ignition Tamper Circuit Short To Battery 
2820,B1848,Ignition Tamper Circuit Short To Ground 
2821,B1849,Climate Control Temperature Differential Circuit Failure 
2822,B1850,Climate Control Temperature Differential Circuit Open 
2823,B1851,Climate Control Temperature Differential Circuit Short To Battery 
2824,B1852,Climate Control Temperature Differential Circuit Short To Ground 
2825,B1853,Climate Control Air Temperature Internal Sensor Motor Circuit Failure 
2826,B1854,Climate Control Air Temperature Internal Sensor Motor Circuit Open 
2827,B1855,Climate Control Air Temperature Internal Sensor Motor Circuit Short To Battery 
2828,B1856,Climate Control Air Temperature Internal Sensor Motor Circuit Short To Ground 
2829,B1857,Climate Control On/Off Switch Circuit Failure 
2830,B1858,Climate Control A/C Pressure Switch Circuit Failure 
2831,B1859,Climate Control A/C Pressure Switch Circuit Open 
2832,B1860,Climate Control A/C Pressure Switch Circuit Short To Battery 
2833,B1861,Climate Control A/C Pressure Switch Circuit Short To Ground 
2834,B1862,Climate Control A/C Lock Sensor Failure 
2835,B1863,Ground ECU Circuit Open 
2836,B1864,Battery Power Supply ECU Circuit Failure 
2837,B1865,Battery Power Supply ECU Circuit Open 
2838,B1866,Battery Power Supply ECU Circuit Short To Battery 
2839,B1867,Battery Power Supply ECU Circuit Short To Ground 
2840,B1868,Lamp Air Bag Warning Indicator Circuit Failure 
2841,B1869,Lamp Air Bag Warning Indicator Circuit Open 
2842,B1870,Lamp Air Bag Warning Indicator Circuit Short To Battery 
2843,B1871,Passenger Air Bag Disable Module Fault 
2844,B1872,Turn Signal / Hazard Power Feed Circuit Short To Battery 
2845,B1873,Turn Signal / Hazard Power Feed Circuit Short To Ground 
2846,B1874,Cellular Phone Handset Not Present 
2847,B1875,Turn Signal / Hazard Switch Signal Circuit Failure 
2848,B1876,Seatbelt Driver Pretensioner Circuit Failure 
2849,B1877,Seatbelt Driver Pretensioner Circuit Open 
2850,B1878,Seatbelt Driver Pretensioner Circuit Short to Battery 
2851,B1879,Seatbelt Driver Pretensioner Circuit Short to Ground 
2852,B1880,Seatbelt Passenger Pretensioner Circuit Failure 
2853,B1881,Seatbelt Passenger Pretensioner Circuit Open 
2854,B1882,Seatbelt Passenger Pretensioner Circuit Short to Battery 
2855,B1883,Seatbelt Passenger Pretensioner Circuit Short to Ground 
2856,B1884,PAD Warning Lamp Inoperative 
2857,B1885,Seatbelt Driver Pretensioner Circuit Resistance Low on Squib 
2858,B1886,Seatbelt Passenger Pretensioner Circuit Resistance Low on Squib 
2859,B1887,Air Bag Driver Circuit Resistance Low or Shorted Together 
2860,B1888,Air Bag Passenger Circuit Resistance Low or Shorted Together 
2861,B1889,Passenger Airbag Disable Module Sensor Obstructed 
2862,B1890,PAD Warning Lamp Circuit Short to Battery 
2863,B1891,Air Bag Tone Warning Indicator Circuit Short to Battery 
2864,B1892,Air Bag Tone Warning Indicator Circuit Failure 
2865,B1893,GPS Antenna Open Circuit 
2866,B1894,Wiper Rear Motor Speed Sense Circuit Failure 
2867,B1895,Driver's / Passenger's Door Ajar Output Circuit Failure 
2868,B1896,Driver's / Passenger's Door Ajar Output Circuit Short to Battery 
2869,B1897,Horn Switch Circuit Failure 
2870,B1898,Chime Input #2 Circuit Short to Ground 
2871,B1899,Microphone Input Signal Circuit Open 
2872,B1900,Driver Side Airbag Fault 
2873,B1901,Air Bag Crash Sensor #1 Feed/Return Circuit Short To Ground 
2874,B1902,Air Bag Crash Sensor #1 Ground Circuit Failure 
2875,B1903,Air Bag Crash Sensor #1 Ground Circuit Short To Battery 
2876,B1904,Air Bag Crash Sensor #2 Feed/Return Circuit Failure 
2877,B1905,Air Bag Crash Sensor #2 Feed/Return Circuit Short To Battery 
2878,B1906,Air Bag Crash Sensor #2 Feed/Return Circuit Short To Ground 
2879,B1907,Air Bag Crash Sensor #2 Ground Circuit Failure 
2880,B1908,Air Bag Crash Sensor #2 Ground Circuit Short To Battery 
2881,B1909,Air Bag Crash Sensor #2 Ground Circuit Short To Ground 
2882,B1910,Air Bag Diagnostic Monitor Ground Circuit Failure 
2883,B1911,Air Bag Diagnostic Monitor Ground Circuit Short To Battery 
2884,B1912,Air Bag Diagnostic Monitor Ground Circuit Short To Ground 
2885,B1913,Air Bag Driver/Passenger Circuit Short To Ground 
2886,B1914,Air Bag Crash Sensors #1 / #2 Circuit Short To Ground 
2887,B1915,Air Bag Driver Circuit Failure 
2888,B1916,Air Bag Driver Circuit Short To Battery 
2889,B1917,Air Bag Memory Clear Circuit Failure 
2890,B1918,Air Bag Memory Clear Circuit Open 
2891,B1919,Air Bag Memory Clear Circuit Short To Battery 
2892,B1920,Air Bag Passenger Circuit Failure 
2893,B1921,Air Bag Diagnostic Monitor Ground Circuit Open 
2894,B1922,Air Bag Safing Sensor Output Circuit Short To Battery 
2895,B1923,Air Bag Memory Clear Circuit Short To Ground 
2896,B1924,Air Bag Internal Diagnostic Monitor Fault or System Disarm Fault 
2897,B1925,Air Bag Passenger Circuit Short To Battery 
2898,B1926,Air Bag Passenger Pressure Switch Circuit Failure 
2899,B1927,Passenger Side Airbag Fault 
2900,B1928,Air Bag Safing Sensor Output Circuit Failure 
2901,B1929,Air Bag Safing Sensor Output Circuit Open 
2902,B1930,Air Bag Safing Sensor Output Circuit Short To Ground 
2903,B1931,Air Bag Crash Sensor #1 Feed/Return Circuit Failure 
2904,B1932,Air Bag Driver Circuit Open 
2905,B1933,Air Bag Passenger Circuit Open 
2906,B1934,Air Bag Driver Inflator Circuit Resistance Low on Squib 
2907,B1935,Air Bag Passenger Inflator Circuit Resistance Low on Squib 
2908,B1936,Air Bag Driver Circuit Short To Ground 
2909,B1937,Air Bag Passenger Pressure Switch Circuit Open 
2910,B1938,Air Bag Passenger Circuit Short To Ground 
2911,B1939,Air Bag Passenger Pressure Switch Circuit Short To Ground 
2912,B1941,Air Bag Crash Sensor #1 Feed/Return Circuit Open 
2913,B1942,Air Bag Crash Sensor #2 Feed/Return Circuit Open 
2914,B1943,Air Bag Crash Sensor #1 Ground Circuit Short To Ground 
2915,B1944,Air Bag Crash Sensor #1 Ground Circuit Open 
2916,B1945,Air Bag Crash Sensor #2 Ground Circuit Open 
2917,B1946,Climate Control A/C Post Evaporator Sensor Circuit Failure 
2918,B1947,Climate Control A/C Post Evaporator Sensor Circuit Short To Ground 
2919,B1948,Climate Control Water Temperature Sensor Circuit Failure 
2920,B1949,Climate Control Water Temperature Sensor Circuit Short To Ground 
2921,B1950,Seat Rear Up/Down Potentiometer Feedback Circuit Failure 
2922,B1951,Seat Rear Up/Down Potentiometer Feedback Circuit Open 
2923,B1952,Seat Rear Up/Down Potentiometer Feedback Circuit Short To Battery 
2924,B1953,Seat Rear Up/Down Potentiometer Feedback Circuit Short To Ground 
2925,B1954,Seat Front Up/Down Potentiometer Feedback Circuit Failure 
2926,B1955,Seat Front Up/Down Potentiometer Feedback Circuit Open 
2927,B1956,Seat Front Up/Down Potentiometer Feedback Circuit Short To Battery 
2928,B1957,Seat Front Up/Down Potentiometer Feedback Circuit Short To Ground 
2929,B1958,Seat Recline Forward/Backward Potentiometer Feedback Circuit Failure 
2930,B1959,Seat Recline Forward/Backward Potentiometer Feedback Circuit Open 
2931,B1960,Seat Recline Forward/Backward Potentiometer Feedback Circuit Short To Battery 
2932,B1961,Seat Recline Forward/Backward Potentiometer Feedback Circuit Short To Ground 
2933,B1962,Seat Horizontal Forward/Rearward Potentiometer Feedback Circuit Failure 
2934,B1963,Seat Horizontal Forward/Rearward Potentiometer Feedback Circuit Open 
2935,B1964,Seat Horizontal Forward/Rearward Potentiometer Feedback Circuit Short To Battery 
2936,B1965,Seat Horizontal Forward/Rearward Potentiometer Feedback Circuit Short To Ground 
2937,B1966,A/C Post Heater Sensor Circuit Failure 
2938,B1967,A/C Post Heater Sensor Circuit Short To Ground 
2939,B1968,A/C Water Pump Detection Circuit Failure 
2940,B1969,A/C Clutch Magnetic Control Circuit Failure 
2941,B1970,Passenger Seatback Forward Switch Circuit Short to Ground 
2942,B1971,Passenger Seatback Rearward Switch Circuit Short to Ground 
2943,B1972,Passenger Rear Seat Up Switch Circuit Short to Battery 
2944,B1973,Passenger Rear Seat Down Switch Circuit Short to Battery 
2945,B1974,Passenger's Seat Recline Forward Switch Circuit Short to Battery 
2946,B1975,Passenger's Seat Recline Back Switch Circuit Short to Battery 
2947,B1976,Passenger's Seat Forward Switch Circuit Short to Battery 
2948,B1977,Passenger's Front Seat Up Switch Circuit Short to Battery 
2949,B1978,Passenger's Front Seat Down Switch Circuit Short to Battery 
2950,B1979,Passenger Seat Rearward Switch Circuit Short to Battery 
2951,B1980,Bulb - Outage Condition Detected 
2952,B1981,Memory Off Switch Circuit Short to Battery 
2953,B1982,Driver's Door Unlock Relay Circuit Failure 
2954,B1983,Driver's Door Unlock Relay Circuit Short to Battery 
2955,B1984,Seat Switch Lumbar Inflate Circuit Failure 
2956,B1985,Seat Switch Lumbar Deflate Circuit Failure 
2957,B1986,Driver's Seat Seatback Autoglide Rearward Switch Circuit Failure 
2958,B1987,Pedal Forward / Rearward Motor Stalled 
2959,B1988,Pedal Position Forward Switch Circuit Short to Battery 
2960,B1989,Pedal Position Rearward Switch Circuit Short to Battery 
2961,B1990,Pedal Forward / Rearward Potentiometer Feedback Circuit Failure 
2962,B1991,Pedal Forward / Rearward Potentiometer Feedback Circuit Short to Battery 
2963,B1992,"Driver Side, Side mount Airbag Circuit Short to Vbatt "
2964,B1993,"Driver Sid, Side mount Airbag Circuit Short to Ground "
2965,B1994,"Driver Sid, Side mount Airbag Circuit Open "
2966,B1995,"Driver Sid, Side mount Airbag Low resistance on Squib "
2967,B1996,"Passenger Sid, Side mount Airbag Circuit Short to Vbatt "
2968,B1997,"Passenger Sid, Side mount Airbag Circuit Short to Ground "
2969,B1998,"Passenger Sid, Side mount Airbag Circuit Open "
2970,B1999,"Passenger Sid, Side mount Airbag Low resistance on Squib "
2971,B2100,Door Driver Key Cylinder Switch Failure 
2972,B2101,Head Rest Switch Circuit Failure 
2973,B2102,Antenna Circuit Short to Ground 
2974,B2103,Antenna Not Connected 
2975,B2104,Door Passenger Key Cylinder Switch Failure 
2976,B2105,Throttle Position Input Out of Range Low 
2977,B2106,Throttle Position Input Out of Range High 
2978,B2107,Front Wiper Motor Relay Circuit Short to Vbatt 
2979,B2108,Trunk Key Cylinder Switch Failure 
2980,B2109,Heated Wind Shield Relay Short to Vbatt (changed from Failure 2/6/97) 
2981,B2110,Front Wiper Motor Relay Circuit Open (changed from Failure 2/6/97) 
2982,B2111,All Door Lock Input Short to Ground 
2983,B2112,Door Driver Set Switch Stuck Failure 
2984,B2113,Heated Windshield Input Short to Ground 
2985,B2114,Front Washer Input Short to Ground 
2986,B2115,Rear Washer Input Short to Ground 
2987,B2116,Door Driver Reset Switch Stuck Failure 
2988,B2117,"Driver Side, Side mount Airbag Low capacitance on Squib "
2989,B2118,"Passenger Sid, Side mount Airbag Low capacitance on Squib "
2990,B2119,Compressor Failure 
2991,B2120,Door Passenger Set Switch Stuck Failure 
2992,B2122,Driver Side Satellite Communication Circuit Short to Ground 
2993,B2123,Passenger Side Satellite Communication Circuit Short to Ground 
2994,B2124,Door Passenger Reset Switch Stuck Failure 
2995,B2128,Central Lock Motor Failure 
2996,B2129,Central Lock Feedback Failure 
2997,B2130,Double Lock Timeout Failure 
2998,B2131,Double Lock Feedback Failure 
2999,B2132,Dimmer switch Circuit Short to Gnd 
3000,B2133,Brake Motor Warning lamp Circuit Failure 
3001,B2134,Brake Motor Warning lamp Circuit Short to Vbatt 
3002,B2135,Park Brake Applied Warning Lamp Circuit Failure 
3003,B2136,Park Brake Applied Warning Lamp Circuit Short To Battery 
3004,B2139,Data Mismatch (receive data does not match what was expected) 
3005,B2141,NVM Configuration Failure 
3006,B2142,NVM TIC Failure 
3007,B2143,NVM Memory Failure 
3008,B2144,NVM Alarm Data Failure 
3009,B2145,NVM RF HR Failure 
3010,B2146,Seat Recline Motor Position Out of Range 
3011,B2148,PWM Input Circuit Failure 
3012,B2149,Seat Front Vertical Motor Position Out of Range 
3013,B2150,Power Supply #1 Circuit Short to Ground 
3014,B2151,Power Supply #2 Circuit Short to Ground 
3015,B2152,Seat Rear Vertical Motor Position Out of Range 
3016,B2153,Rear Echo Sensor Circuit Failure 
3017,B2154,Front Echo Sensor Circuit Failure 
3018,B2155,Seat Horizontal Motor Position Out of Range 
3019,B2156,Rear Doppler Sensor Circuit Failure 
3020,B2157,Front Doppler Sensor Circuit Failure 
3021,B2158,Seat Recline Motor Memory Position Out of Range 
3022,B2159,Memory #1 output Short to Ground 
3023,B2160,Memory #1 output Short to VBatt 
3024,B2161,Seat Front Vertical Motor Memory Position Out of Range 
3025,B2162,Data Mismatch #2 (receive data does not match what was expected) 
3026,B2163,Clutch Position Fault 
3027,B2164,Seat Rear Vertical Motor Memory Position Out of Range 
3028,B2165,Gear shift position Fault 
3029,B2166,Gear select position Fault 
3030,B2167,Seat Horizontal Motor Memory Position Out of Range 
3031,B2168,Unable to confirm Unlock Condition 
3032,B2169,Unable to confirm lock Condition 
3033,B2170,Steering Column Lock Switch Circuit Failure 
3034,B2172,Inertia Switch input Circuit Open 
3035,B2174,Window Driver Rear Remote Up Switch Short to Battery 
3036,B2175,A/C Request Signal Circuit Short to Ground 
3037,B2176,Overdrive switch circuit short to Vbatt 
3038,B2177,Interior Scanning Sensor Circuit Failure 
3039,B2178,Window Driver Rear Remote Down Switch Short to Battery 
3040,B2179,"Front Wiper Select Switch ""A"" Short to Ground "
3041,B2180,"Front Wiper Select Switch ""B"" Short to Ground "
3042,B2181,"Front Wiper Select Switch ""C"" Short to Ground "
3043,B2182,Window Passenger Front Remote Up Switch Short to Battery 
3044,B2183,"Front Wiper Select Switch ""H"" Short to Ground "
3045,B2184,"Front Wiper Select Switch ""W"" Short to Ground "
3046,B2185,"Rear Wiper Select Switch ""D"" Short to Ground "
3047,B2186,Window Passenger Front Remote Down Switch Short to Battery 
3048,B2187,"Rear Wiper Select Switch ""B"" Short to Ground "
3049,B2188,"Rear Wiper Select Switch ""E"" Short to Ground "
3050,B2190,Window Passenger Rear Remote Up Switch Short to Battery 
3051,B2194,Window Passenger Rear Remote Down Switch Short to Battery 
3052,B2195,Driver Window Up / Down Power Circuit Short to Ground 
3053,B2196,Passenger Window Up / Down Power Circuit Short to Ground 
3054,B2197,TV Module Error 
3055,B2198,TrafficMaster Module Error 
3056,B2199,VICS Module Error 
3057,B2200,No Communication to TV Module (No Fitting of TV) 
3058,B2201,No Communication With Traffic MasterModule 
3059,B2202,No Communication to VICS Module (No Fitting of VICS) 
3060,B2203,CD-ROM Error 
3061,B2204,GPS Antenna Connection Open or Short 
3062,B2205,GPS Receiver Error 
3063,B2206,Gyroscope Error 
3064,B2207,ECU ROM Checksum Error 
3065,B2208,Communication Link to Display and Switch Module Error 
3066,B2209,Interior Lamp Override Switch Open Circuit 
3067,B2210,Interior Lamp Override Switch Short to Ground 
3068,B2211,Low Coolant Lamp Output Circuit Short to Battery 
3069,B2214,Window Passenger Front Up Switch Short to Battery 
3070,B2215,Window Passenger Front Down Switch Short to Battery 
3071,B2219,Window Driver Front Current Feedback Exceeded 
3072,B2220,Window Driver Rear Current Feedback Exceeded 
3073,B2221,Window Passenger Front Current Feedback Exceeded 
3074,B2222,Window Passenger Rear Current Feedback Exceeded 
3075,B2223,Mirror Driver Drive Circuit Failure 
3076,B2224,Mirror Passenger Drive Circuit Failure 
3077,B2225,Front Crash Sensor Mount Fault 
3078,B2226,Front Crash Sensor Internal Fault 
3079,B2227,Front Crash Sensor Driver Communications Fault 
3080,B2228,Air Bag Driver Circuit Short to Ground - Loop #2 
3081,B2229,Air Bag Passenger Circuit Short to Ground - Loop #2 
3082,B2230,Air Bag Driver Circuit Short to Battery - Loop #2 
3083,B2231,Air Bag Passenger Circuit Short to Battery - Loop #2 
3084,B2232,Air Bag Driver Circuit Open - Loop #2 
3085,B2233,Air Bag passenger Circuit Open - Loop #2 
3086,B2234,Air Bag Driver Inflator Circuit Resistance Low on Squib - Loop #2 
3087,B2235,Air Bag Passenger Inflator Circuit 
3088,B2236,Weak or Defected Electric Vehicle Battery Module Fault 
3089,B2237,Vehicle Signal indicating Park While VSS Present 
3090,B2238,Power Cable For Power Sliding Door Broken 
3091,B2239,Rear Cargo Door Set Switch Stuck (Short to Ground) 
3092,B2240,Rear Cargo Door Reset Switch Stuck (Short to Ground) 
3093,B2241,Rear Cargo Door Lock Circuit Short to Ground 
3094,B2242,Rear Cargo Door Unlock Circuit Open 
3095,B2243,Driver Rear Door Ajar Circuit Open 
3096,B2244,Driver Sliding Door Ajar Circuit Short to GND 
3097,B2245,Passenger Rear Door Ajar Circuit Open 
3098,B2246,Passenger Sliding Door Ajar Circuit Short to GND 
3099,B2247,EV Battery Pack Temperature Fault 
3100,B2248,Heated Windshield Relay Coil Circuit Failure 
3101,B2249,Head Lamp Relay Coil Short to Battery 
3102,B2250,All Doors Unlock Relay Circuit Failure 
3103,B2251,Parklamp Output Relay Driver Circuit Failure 
3104,B2252,Parklamp Output Relay Dirver Short to Battery 
3105,B2300,Seat Driver Memory Position Error 
3106,B2301,Seat Passenger Memory Position Error 
3107,B2302,Seat Headrest Feedback Potentiometer Circuit Failure 
3108,B2303,Seat Headrest Feedback Potentiometer Circuit Open 
3109,B2304,Seat Headrest Feedback Potentiometer Circuit Short to Battery 
3110,B2305,Seat Headrest Feedback Potentiometer Circuit Short to Ground 
3111,B2306,Seat Headrest Motor Stalled 
3112,B2310,Mirror Driver Memory Position Error 
3113,B2311,Mirror Passenger Memory Position Error 
3114,B2312,Mirror Passenger Horizontal Feedback Potentiometer Circuit Failure 
3115,B2313,Mirror Passenger Horizontal Feedback Potentiometer Circuit Open 
3116,B2314,Mirror Passenger Horizontal Feedback Potentiometer Circuit Short to Battery 
3117,B2315,Mirror Passenger Horizontal Feedback Potentiometer Circuit Short to Ground 
3118,B2316,Mirror Passenger Vertical Feedback Potentiometer Circuit Failure 
3119,B2317,Mirror Passenger Vertical Feedback Potentiometer Circuit Open 
3120,B2318,Mirror Passenger Vertical Feedback Potentiometer Circuit Short to Battery 
3121,B2319,Mirror Passenger Vertical Feedback Potentiometer Circuit Short to Ground 
3122,B2320,Mirror Driver Horizontal Feedback Potentiometer Circuit Failure 
3123,B2321,Mirror Driver Horizontal Feedback Potentiometer Circuit Open 
3124,B2322,Mirror Driver Horizontal Feedback Potentiometer Circuit Short to Battery 
3125,B2323,Mirror Driver Horizontal Feedback Potentiometer Circuit Short to Ground 
3126,B2324,Mirror Driver Vertical Feedback Potentiometer Circuit Failure 
3127,B2325,Mirror Driver Vertical Feedback Potentiometer Circuit Open 
3128,B2326,Mirror Driver Vertical Feedback Potentiometer Circuit Short to Battery 
3129,B2327,Mirror Driver Vertical Feedback Potentiometer Circuit Short to Ground 
3130,B2328,Column Reach Feedback Potentiometer Circuit Failure 
3131,B2329,Column Reach Feedback Potentiometer Circuit Open 
3132,B2330,Column Reach Feedback Potentiometer Circuit Short to Battery 
3133,B2331,Column Reach Feedback Potentiometer Circuit Short to Ground 
3134,B2332,Column Tilt Feedback Potentiometer Circuit Failure 
3135,B2333,Column Tilt Feedback Potentiometer Circuit Open 
3136,B2334,Column Tilt Feedback Potentiometer Circuit Short to Battery 
3137,B2335,Column Tilt Feedback Potentiometer Circuit Short to Ground 
3138,B2336,Mirror Switch Assembly Circuit Failure 
3139,B2337,Mirror Switch Assembly Circuit Open 
3140,B2338,Mirror Switch Assembly Circuit Short to Battery 
3141,B2339,Mirror Switch Assembly Circuit Short to Ground 
3142,B2340,Column Reach Motor Stalled 
3143,B2341,Column Tilt Motor Stalled 
3144,B2342,Seat Switch Reference Voltage Positive Common Open Circuit 
3145,B2343,Seat Switch Reference Voltage Positive Common Supply Low Voltage 
3146,B2344,Seat Switch Reference Voltage Positive Common Supply Voltage Fault 
3147,B2345,Seat Switch Reference Voltage Negative Common Open Circuit 
3148,B2346,Mirror Switch Reference Voltage Positive Common Open Circuit 
3149,B2347,Mirror Switch Reference Voltage Positive Common Supply Low Voltage 
3150,B2348,Mirror Switch Reference Voltage Positive Common Supply Voltage Fault 
3151,B2349,Mirror Switch Reference Voltage Negative Common Open Circuit 
3152,B2350,Steering Column Switch Circuit Short to Battery 
3153,B2351,Steering Column Switch Circuit Failure 
3154,B2352,Driver Memory Power Switch Indicator Circuit Short to Battery 
3155,B2353,Driver Mirror Power Driver Circuit Short Ground 
3156,B2354,Driver Mirror Horizontal / Vertical Feedback Potentiometer Circuit Open 
3157,B2355,Passenger Mirror Horizontal / Vertical Feedback Potentiometer Circuit Open 
3158,B2357,Driver Window Down Current Sense Low Circuit Failure 
3159,B2362,Remote Open/Close signal Circuit Short to Ground 
3160,B2363,Optical Sensor System Failure 
3161,B2364,Fuel Filler Door Circuit Open 
3162,B2365,B-pillar Power Sliding Door Open/Close Switch Input Ckt Short to Gnd 
3163,B2366,IP Power Sliding Door Open/Close switch Ckt Short to Gnd 
3164,B2367,Power Sliding Door Override Switch Input Ckt Short to Gnd 
3165,B2368,Steering Column Switch Circuit Out of Range 
3166,B2369,Chime OUTPUT Request Ckt Short to Ground 
3167,B2373,LED #1 Circuit Short to Battery 
3168,B2374,Power Sliding Detent (Latch) Circuit Failure 
3169,B2380,Heater Coolant Temp sensor circuit Short to GND 
3170,B2381,Heater Coolant Temp sensor circuit Open 
3171,B2384,Audio Reverse Aid Mute Input Ckt Failure 
3172,B2385,Audio Navigation Mute Input Ckt Failure 
3173,B2401,Audio Tape Deck Mechanism Fault 
3174,B2402,Audio CD/DJ Thermal Shutdown Fault 
3175,B2403,Audio CD/DJ Internal Fault 
3176,B2404,Audio Steering Wheel Switch Circuit Fault 
3177,B2405,Audio Single-Disc CD Player Thermal Shutdown Fault 
3178,B2406,Audio Single-Disc CD Player Internal Fault 
3179,B2416,Climate Control Recirculation Actuator Out of Limits 
3180,B2425,Remote Keyless Entry Out of Synchronization 
3181,B2426,Passenger Solar Radiation Sensor Circuit Open 
3182,B2427,Passenger Solar Radiation Sensor Circuit Short to Ground 
3183,B2428,A/C Post Heater Sensor #2 Circuit Failure 
3184,B2429,A/C Post Heater Sensor #2 Circuit Short to Ground 
3185,B2431,Transponder Programming Failed 
3186,B2432,Drivers Seat Belt Buckle Switch Circuit Open 
3187,B2433,Drivers Seat Belt Buckle Switch Circuit Short to Battery 
3188,B2434,Drivers Seat Belt Buckle Switch Circuit Short to Ground 
3189,B2435,Drivers Seat Belt Buckle Switch Resistance out of Range 
3190,B2436,Passengers Seat Belt Buckle Switch Circuit Open 
3191,B2437,Passengers Seat Belt Buckle Switch Circuit Short to Battery 
3192,B2438,Passengers Seat Belt Buckle Switch Circuit Short to Ground 
3193,B2439,Passengers Seat Belt Buckle Switch Resistance out of Range 
3194,B2440,"Passenger Sid, Side crash sensor mount fault "
3195,B2441,"Driver Sid, Side crash sensor mount fault "
3196,B2442,Intrusion Sensor Fault 
3197,B2443,Powertrain Performance Mode Switch Circuit failure 
3198,B2444,Driver Side Crash Sensor Internal Fault 
3199,B2445,Passenger Side Crash Sensor Internal Fault 
3200,B2446,RESCU/VEMS Input Circuit Open 
3201,B2447,RESCU/VEMS Input Circuit Short to Battery 
3202,B2448,RESCU/VEMS Input Circuit Short to Ground 
3203,B2449,Aux Heater Glow Plug Circuit Short to Ground 
3204,B2450,Aux Heater Glow Plug Circuit Open 
3205,B2451,Aux Heater Fuel Pump Circuit Short to Ground 
3206,B2452,Aux Heater Fuel Pump Circuit Open 
3207,B2453,Aux Heater Blower Fan Circuit Short to Ground 
3208,B2454,Aux Heater Blower Fan Circuit Open 
3209,B2455,Aux Heater Blower Faulted 
3210,B2456,Aux Heater Coolant Sensor Circuit Short to Ground 
3211,B2457,Aux Heater Coolant Sensor Circuit Open 
3212,B2458,Aux Heater Overheat Sensor Circuit Short to Ground 
3213,B2459,Aux Heater Overheat Sensor Circuit Open 
3214,B2460,Aux Heater Flame Sensor Circuit Short to Ground 
3215,B2461,Aux Heater Flame Sensor Circuit Open 
